Currency ISO Code,Default Search Category,Description,Expanded By Default,Guide Page,Hide All Search Filters,Is Hidden,Is Leaf,Is Picklist,Label,Large Image Size,Left,Level,Long Description,Max Options,Min Options,Modifiable,Name,Product Count,Right,Search Filter Fields,Apttus_Config2__HierarchyId__r.Category Name,Apttus_Config2__AncestorId__r.Name,Apttus_Config2__PrimordialId__r.Name,Apttus_Config2__ProductAttributeGroupId__r.Group Name
"CHF","false","","false","","false","false","Yes","false","Berlin Accommodation","","1.0","0.0","","1.0","1.0","true","Berlin Accommodation","31.0","2.0","","Berlin Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Berlin Insurance","","1.0","0.0","","1.0","1.0","true","Berlin Insurance","10.0","2.0","","Berlin Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Berlin Travel","","1.0","0.0","","1.0","1.0","true","Berlin Travel","16.0","2.0","","Berlin Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Berlin Other","","1.0","0.0","","1.0","1.0","true","Berlin Other","44.0","2.0","","Berlin Other","","",""
"CHF","false","","false","","false","false","Yes","false","Malaga Insurance","","1.0","0.0","","1.0","1.0","true","Malaga Insurance","10.0","2.0","","Malaga Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Malaga Travel","","1.0","0.0","","1.0","1.0","true","Malaga Travel","12.0","2.0","","Malaga Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Malaga Other","","1.0","0.0","","1.0","1.0","true","Malaga Other","44.0","2.0","","Malaga Other","","",""
"CHF","false","","false","","false","false","Yes","false","Manchester Courses","","1.0","0.0","","1.0","1.0","true","Manchester Courses","59.0","2.0","","Manchester Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Manchester Accommodation","","1.0","0.0","","1.0","1.0","true","Manchester Accommodation","19.0","2.0","","Manchester Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Cambridge Courses","","1.0","0.0","","1.0","1.0","true","Cambridge Courses","59.0","2.0","","Cambridge Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Cambridge Accommodation","","1.0","0.0","","1.0","1.0","true","Cambridge Accommodation","23.0","2.0","","Cambridge Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Manchester Other","","1.0","0.0","","1.0","1.0","true","Manchester Other","44.0","2.0","","Manchester Other","","",""
"CHF","false","","false","","false","false","Yes","false","Munich Courses","","1.0","0.0","","1.0","1.0","true","Munich Courses","58.0","2.0","","Munich Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Munich Accommodation","","1.0","0.0","","1.0","1.0","true","Munich Accommodation","40.0","2.0","","Munich Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Munich Insurance","","1.0","0.0","","1.0","1.0","true","Munich Insurance","10.0","2.0","","Munich Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Munich Travel","","1.0","0.0","","1.0","1.0","true","Munich Travel","30.0","2.0","","Munich Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Munich Other","","1.0","0.0","","1.0","1.0","true","Munich Other","40.0","2.0","","Munich Other","","",""
"CHF","false","","false","","false","false","Yes","false","New York Courses","","1.0","0.0","","1.0","1.0","true","New York Courses","59.0","2.0","","New York Courses","","",""
"CHF","false","","false","","false","false","Yes","false","New York Accommodation","","1.0","0.0","","1.0","1.0","true","New York Accommodation","19.0","2.0","","New York Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","New York insurance","","1.0","0.0","","1.0","1.0","true","New York insurance","10.0","2.0","","New York insurance","","",""
"CHF","false","","false","","false","false","Yes","false","New York Travel","","1.0","0.0","","1.0","1.0","true","New York Travel","12.0","2.0","","New York Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Nice Courses","","1.0","0.0","","1.0","1.0","true","Nice Courses","49.0","2.0","","Nice Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Nice Accommodation","","1.0","0.0","","1.0","1.0","true","Nice Accommodation","33.0","2.0","","Nice Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Nice Insurance","","1.0","0.0","","1.0","1.0","true","Nice Insurance","10.0","2.0","","Nice Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Nice Travel","","1.0","0.0","","1.0","1.0","true","Nice Travel","12.0","2.0","","Nice Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Nice Other","","1.0","0.0","","1.0","1.0","true","Nice Other","42.0","2.0","","Nice Other","","",""
"CHF","false","","false","","false","false","Yes","false","Eastbourne Accommodation","","1.0","0.0","","1.0","1.0","true","Eastbourne Accommodation","23.0","2.0","","Eastbourne Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Eastbourne Insurance","","1.0","0.0","","1.0","1.0","true","Eastbourne Insurance","10.0","2.0","","Eastbourne Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Eastbourne Travel","","1.0","0.0","","1.0","1.0","true","Eastbourne Travel","33.0","2.0","","Eastbourne Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Eastbourne Other","","1.0","0.0","","1.0","1.0","true","Eastbourne Other","46.0","2.0","","Eastbourne Other","","",""
"CHF","false","","false","","false","false","Yes","false","Madrid Courses","","1.0","0.0","","1.0","1.0","true","Madrid Courses","58.0","2.0","","Madrid Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Madrid Accommodation","","1.0","0.0","","1.0","1.0","true","Madrid Accommodation","39.0","2.0","","Madrid Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Madrid Insurance","","1.0","0.0","","1.0","1.0","true","Madrid Insurance","13.0","2.0","","Madrid Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Madrid Travel","","1.0","0.0","","1.0","1.0","true","Madrid Travel","12.0","2.0","","Madrid Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Madrid Other","","1.0","0.0","","1.0","1.0","true","Madrid Other","50.0","2.0","","Madrid Other","","",""
"CHF","false","","false","","false","false","Yes","false","Malaga Courses","","1.0","0.0","","1.0","1.0","true","Malaga Courses","49.0","2.0","","Malaga Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Malaga Accommodation","","1.0","0.0","","1.0","1.0","true","Malaga Accommodation","47.0","2.0","","Malaga Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Seattle Insurance","","1.0","0.0","","1.0","1.0","true","Seattle Insurance","10.0","2.0","","Seattle Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Seattle Travel","","1.0","0.0","","1.0","1.0","true","Seattle Travel","12.0","2.0","","Seattle Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Seattle Other","","1.0","0.0","","1.0","1.0","true","Seattle Other","43.0","2.0","","Seattle Other","","",""
"CHF","false","","false","","false","false","Yes","false","Seoul Courses","","1.0","0.0","","1.0","1.0","true","Seoul Courses","47.0","2.0","","Seoul Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Seoul Accommodation","","1.0","0.0","","1.0","1.0","true","Seoul Accommodation","17.0","2.0","","Seoul Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Manchester Insurance","","1.0","0.0","","1.0","1.0","true","Manchester Insurance","10.0","2.0","","Manchester Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Manchester Travel","","1.0","0.0","","1.0","1.0","true","Manchester Travel","34.0","2.0","","Manchester Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Seoul Other","","1.0","0.0","","1.0","1.0","true","Seoul Other","44.0","2.0","","Seoul Other","","",""
"CHF","false","","false","","false","false","Yes","false","Shanghai Courses","","1.0","0.0","","1.0","1.0","true","Shanghai Courses","49.0","2.0","","Shanghai Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Shanghai Accommodation","","1.0","0.0","","1.0","1.0","true","Shanghai Accommodation","17.0","2.0","","Shanghai Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Shanghai Insurance","","1.0","0.0","","1.0","1.0","true","Shanghai Insurance","10.0","2.0","","Shanghai Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Shanghai Travel","","1.0","0.0","","1.0","1.0","true","Shanghai Travel","12.0","2.0","","Shanghai Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Shanghai Other","","1.0","0.0","","1.0","1.0","true","Shanghai Other","43.0","2.0","","Shanghai Other","","",""
"CHF","false","","false","","false","false","Yes","false","Sydney Courses","","1.0","0.0","","1.0","1.0","true","Sydney Courses","44.0","2.0","","Sydney Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Sydney Accommodation","","1.0","0.0","","1.0","1.0","true","Sydney Accommodation","35.0","2.0","","Sydney Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Sydney Insurance","","1.0","0.0","","1.0","1.0","true","Sydney Insurance","12.0","2.0","","Sydney Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Sydney Travel","","1.0","0.0","","1.0","1.0","true","Sydney Travel","12.0","2.0","","Sydney Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Sydney Other","","1.0","0.0","","1.0","1.0","true","Sydney Other","44.0","2.0","","Sydney Other","","",""
"CHF","false","","false","","false","false","Yes","false","Anvers Courses","","1.0","0.0","","1.0","1.0","true","Anvers Courses","47.0","2.0","","Anvers Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Perth Courses","","1.0","0.0","","1.0","1.0","true","Perth Courses","50.0","2.0","","Perth Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Perth Accommodation","","1.0","0.0","","1.0","1.0","true","Perth Accommodation","23.0","2.0","","Perth Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Perth Insurance","","1.0","0.0","","1.0","1.0","true","Perth Insurance","12.0","2.0","","Perth Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Perth Travel","","1.0","0.0","","1.0","1.0","true","Perth Travel","9.0","2.0","","Perth Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Perth Other","","1.0","0.0","","1.0","1.0","true","Perth Other","44.0","2.0","","Perth Other","","",""
"CHF","false","","false","","false","false","Yes","false","Rome Courses","","1.0","0.0","","1.0","1.0","true","Rome Courses","49.0","2.0","","Rome Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Rome Accommodation","","1.0","0.0","","1.0","1.0","true","Rome Accommodation","23.0","2.0","","Rome Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Rome Insurance","","1.0","0.0","","1.0","1.0","true","Rome Insurance","10.0","2.0","","Rome Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Rome Travel","","1.0","0.0","","1.0","1.0","true","Rome Travel","12.0","2.0","","Rome Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Rome Other","","1.0","0.0","","1.0","1.0","true","Rome Other","45.0","2.0","","Rome Other","","",""
"CHF","false","","false","","false","false","Yes","false","Seattle Courses","","1.0","0.0","","1.0","1.0","true","Seattle Courses","51.0","2.0","","Seattle Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Anvers Accommodation","","1.0","0.0","","1.0","1.0","true","Anvers Accommodation","16.0","2.0","","Anvers Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Anvers Insurance","","1.0","0.0","","1.0","1.0","true","Anvers Insurance","10.0","2.0","","Anvers Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Anvers Travel","","1.0","0.0","","1.0","1.0","true","Anvers Travel","11.0","2.0","","Anvers Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Anvers Other","","1.0","0.0","","1.0","1.0","true","Anvers Other","40.0","2.0","","Anvers Other","","",""
"CHF","false","","false","","false","false","Yes","false","Toronto Courses","","1.0","0.0","","1.0","1.0","true","Toronto Courses","50.0","2.0","","Toronto Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Toronto Insurance","","1.0","0.0","","1.0","1.0","true","Toronto Insurance","10.0","2.0","","Toronto Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Toronto Travel","","1.0","0.0","","1.0","1.0","true","Toronto Travel","12.0","2.0","","Toronto Travel","","",""
"CHF","false","","false","","false","false","Yes","false","New York Other","","1.0","0.0","","1.0","1.0","true","New York Other","43.0","2.0","","New York Other","","",""
"CHF","false","","false","","false","false","Yes","false","Seoul Insurance","","1.0","0.0","","1.0","1.0","true","Seoul Insurance","10.0","2.0","","Seoul Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Seoul Travel","","1.0","0.0","","1.0","1.0","true","Seoul Travel","9.0","2.0","","Seoul Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Toronto Other","","1.0","0.0","","1.0","1.0","true","Toronto Other","44.0","2.0","","Toronto Other","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Island Travel","","1.0","0.0","","1.0","1.0","true","Vancouver Island Travel","11.0","2.0","","Vancouver Island Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Island Other","","1.0","0.0","","1.0","1.0","true","Vancouver Island Other","43.0","2.0","","Vancouver Island Other","","",""
"CHF","false","","false","","false","false","Yes","false","Vught Courses","","1.0","0.0","","1.0","1.0","true","Vught Courses","50.0","2.0","","Vught Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Vught Accommodation","","1.0","0.0","","1.0","1.0","true","Vught Accommodation","14.0","2.0","","Vught Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Vught Insurance","","1.0","0.0","","1.0","1.0","true","Vught Insurance","11.0","2.0","","Vught Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Vught Travel","","1.0","0.0","","1.0","1.0","true","Vught Travel","10.0","2.0","","Vught Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Vught Other","","1.0","0.0","","1.0","1.0","true","Vught Other","41.0","2.0","","Vught Other","","",""
"CHF","false","","false","","false","false","Yes","false","Toronto Accommodation","","1.0","0.0","","1.0","1.0","true","Toronto Accommodation","40.0","2.0","","Toronto Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Washington D.C. Courses","","1.0","0.0","","1.0","1.0","true","Washington D.C. Courses","59.0","2.0","","Washington D.C. Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Washington D.C. Accommodation","","1.0","0.0","","1.0","1.0","true","Washington D.C. Accommodation","21.0","2.0","","Washington D.C. Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Washington D.C. Insurance","","1.0","0.0","","1.0","1.0","true","Washington D.C. Insurance","10.0","2.0","","Washington D.C. Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Washington D.C. Travel","","1.0","0.0","","1.0","1.0","true","Washington D.C. Travel","12.0","2.0","","Washington D.C. Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Washington D.C. Other","","1.0","0.0","","1.0","1.0","true","Washington D.C. Other","45.0","2.0","","Washington D.C. Other","","",""
"CHF","false","","false","","false","false","Yes","false","Tokyo Insurance","","1.0","0.0","","1.0","1.0","true","Tokyo Insurance","10.0","2.0","","Tokyo Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Tokyo Courses","","1.0","0.0","","1.0","1.0","true","Tokyo Course","41.0","2.0","","Tokyo Course","","",""
"CHF","false","","false","","false","false","Yes","false","Tokyo Accommodation","","1.0","0.0","","1.0","1.0","true","Tokyo Accommodation","10.0","2.0","","Tokyo Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Tokyo Travel","","1.0","0.0","","1.0","1.0","true","Tokyo Travel","8.0","2.0","","Tokyo Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Courses","","1.0","0.0","","1.0","1.0","true","Vancouver Courses","42.0","2.0","","Vancouver Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Accommodation","","1.0","0.0","","1.0","1.0","true","Vancouver Accommodation","41.0","2.0","","Vancouver Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Insurance","","1.0","0.0","","1.0","1.0","true","Vancouver Insurance","10.0","2.0","","Vancouver Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Travel","","1.0","0.0","","1.0","1.0","true","Vancouver Travel","12.0","2.0","","Vancouver Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Other","","1.0","0.0","","1.0","1.0","true","Vancouver Other","47.0","2.0","","Vancouver Other","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Island Courses","","1.0","0.0","","1.0","1.0","true","Vancouver Island Courses","42.0","2.0","","Vancouver Island Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Island Accommodation","","1.0","0.0","","1.0","1.0","true","Vancouver Island Accommodation","20.0","2.0","","Vancouver Island Accommodation","","",""
"CHF","false","","false","","false","false","Yes","false","Tokyo Other","","1.0","0.0","","1.0","1.0","true","Tokyo Other","9.0","2.0","","Tokyo Other","","",""
"CHF","false","","false","","false","false","Yes","false","Barcelona Travel","","1.0","0.0","","1.0","1.0","true","Barcelona Travel","10.0","2.0","","Barcelona Travel","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver Island Insurance","","1.0","0.0","","1.0","1.0","true","Vancouver Island Insurance","10.0","2.0","","Vancouver Island Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Sydney UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Sydney UP & Diploma Courses","42.0","2.0","","Sydney UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Vancouver UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Vancouver UP & Diploma Courses","9.0","2.0","","Vancouver UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Munich UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Munich UP & Diploma Courses","14.0","2.0","","Munich UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Paris UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Paris UP & Diploma Courses","28.0","2.0","","Paris UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Brighton UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Brighton UP & Diploma Courses","13.0","2.0","","Brighton UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Bristol UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Bristol UP & Diploma Courses","15.0","2.0","","Bristol UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","London UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","London UP & Diploma Courses","29.0","2.0","","London UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Oxford UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Oxford UP & Diploma Courses","51.0","2.0","","Oxford UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Singapore UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Singapore UP & Diploma Courses","18.0","2.0","","Singapore UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Boston UP and Diploma Courses","","1.0","0.0","","1.0","1.0","true","Boston UP and Diploma Courses","57.0","2.0","","Boston UP and Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Miami UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Miami UP & Diploma Courses","11.0","2.0","","Miami UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","New York UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","New York UP & Diploma Courses","77.0","2.0","","New York UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Santa Barbara UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Santa Barbara UP & Diploma Courses","9.0","2.0","","Santa Barbara UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","San Diego Point Loma UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","San Diego Point Loma UP & Diploma Courses","17.0","2.0","","San Diego Point Loma UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Seattle UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Seattle UP & Diploma Courses","16.0","2.0","","Seattle UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","San Francisco Down Town UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","San Francisco Down Town UP & Diploma Courses","58.0","2.0","","San Francisco Down Town UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Other","","1.0","0.0","","1.0","1.0","true","LT Other","9.0","2.0","","LT Other","","",""
"CHF","false","","false","","false","false","Yes","false","General Fees","","1.0","0.0","","1.0","1.0","true","LT General Fees","1.0","2.0","","LT General Fees","","",""
"CHF","false","","false","","false","false","Yes","false","Insurance","","1.0","0.0","","1.0","1.0","true","LT Insurance","2.0","2.0","","LT Insurance","","",""
"CHF","false","","false","","false","false","Yes","false","Course Types","","1.0","0.0","","1.0","1.0","true","LT Course Types","22.0","2.0","","LT Course Types","","",""
"CHF","false","","true","","false","false","Yes","false","LT Offering","","1.0","0.0","","1.0","1.0","true","LT Offering","1.0","2.0","","LT Offering","","",""
"CHF","false","","false","","false","false","Yes","false","Washington D.C. UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Washington D.C. UP & Diploma Courses","13.0","2.0","","Washington D.C. UP & Diploma Courses","","",""
"CHF","false","","false","","false","false","Yes","false","Cambridge UP & Diploma Courses","","1.0","0.0","","1.0","1.0","true","Cambridge UP & Diploma Courses","47.0","2.0","","Cambridge UP & Diploma Courses","","",""
